642.5209,191.0984,1,7306,4.171027,0.752826,0.2561684,-0.4327716,21.94147,0.06274131
642.5267,191.1593,2,7306,4.180368,0.7372267,0.3064913,-0.2271072,22.20813,0.04789135
642.5255,191.1869,3,7306,4.225632,0.7403886,0.2994888,-0.3498938,22.08963,0.06865862
642.4906,191.1452,4,7306,4.182073,0.747621,0.3104773,-0.3539854,22.13589,0.07494216
642.4062,191.1491,5,7306,4.190442,0.7428055,0.3367921,-0.4735008,21.74333,0.06990525
642.4289,191.0603,6,7306,4.159927,0.7431631,0.2918442,-0.4687815,22.00238,0.06020339
642.3788,191.0453,7,7306,4.207561,0.7362036,0.2999234,-0.3316099,22.13907,0.08004809
642.3572,191.1208,8,7306,4.150166,0.7370317,0.3113423,-0.4457659,21.71004,0.06333823
642.3806,191.2122,9,7306,4.196469,0.7526469,0.3079346,-0.4420025,21.74804,0.06083846
642.4008,191.2898,10,7306,4.21358,0.7241703,0.2744254,-0.3644279,21.82834,0.07879851
642.3484,191.3152,11,7306,4.174013,0.7461601,0.3074936,-0.4155229,21.79333,0.07830977
642.3958,191.1841,12,7306,4.170527,0.7391704,0.2914936,-0.3707778,21.90718,0.07637674
642.3396,191.2497,13,7306,4.194729,0.7442113,0.317518,-0.3160298,21.82638,0.05838141
642.3723,191.2465,14,7306,4.16501,0.760812,0.3308401,-0.2370138,21.9033,0.06639037
642.2986,191.2208,15,7306,4.180362,0.7523714,0.3211447,-0.4459272,21.89556,0.07595717
642.3727,191.2439,16,7306,4.161004,0.7410825,0.3377515,-0.3486127,21.89827,0.07196036
642.3754,191.1352,17,7306,4.224121,0.7276676,0.2943542,-0.478453,22.08918,0.07059696
642.36,191.1636,18,7306,4.197236,0.7292406,0.3036829,-0.4483149,21.93205,0.07481367
642.3981,191.1853,19,7306,4.123491,0.7768106,0.2776552,-0.3401907,21.55464,0.0610879
642.45,191.1138,20,7306,4.166265,0.7339672,0.3272468,-0.4666896,21.85466,0.06112681
642.4281,191.0953,21,7306,4.210818,0.7331157,0.2497647,-0.5515163,22.17584,0.06112296
642.5118,191.0812,22,7306,4.163754,0.7365367,0.2844166,-0.3562215,21.95272,0.07213773
642.4696,191.1426,23,7306,4.209995,0.7312878,0.3266366,-0.3858247,22.04654,0.0814667
642.4907,191.1566,24,7306,4.166934,0.7493017,0.3378409,-0.4282237,21.93115,0.07237631
642.4915,191.2471,25,7306,4.149176,0.7727918,0.3246337,-0.4779579,21.8033,0.07861305
642.5183,191.3088,26,7306,4.183593,0.7501783,0.3498205,-0.328979,21.8371,0.07901125
642.4805,191.2416,27,7306,4.183889,0.7592053,0.3462014,-0.398757,21.78828,0.05603639
642.4869,191.2271,28,7306,4.151095,0.738353,0.3251453,-0.3931139,21.92644,0.07068866
642.4638,191.1968,29,7306,4.204998,0.7592189,0.3124587,-0.4556474,21.92278,0.06450476
642.4749,191.131,30,7306,4.127095,0.7541916,0.314704,-0.5186239,21.86819,0.05701629
642.5047,191.1476,31,7306,4.18996,0.7545958,0.3268424,-0.3904856,21.93874,0.06040528
642.4631,191.074,32,7306,4.159188,0.7270201,0.2815581,-0.5068197,22.08775,0.08366721
642.3906,191.0273,33,7306,4.218169,0.745601,0.3556001,-0.5143925,22.036,0.08111998
642.4504,190.9838,34,7306,4.171925,0.7486584,0.2907212,-0.393644,22.07328,0.06961188
