695.2999,523.5667,8000,19509,3.351603,0.1680194,0.4285991,-0.4566085,36.04069,0.3299516
695.2166,523.5667,8001,19509,3.126711,0.2527207,0.2393969,-0.01794697,35.23902,0.3490992
695.1246,523.3859,8002,19509,3.207059,0.1954699,0.4783076,-0.3902254,35.81093,0.3105257
695.4724,523.502,8003,19509,3.262838,0.2415162,0.2659278,-0.2553138,35.21661,0.2426573
695.4667,523.4735,8004,19509,3.471599,0.1778797,0.3374832,-0.636676,35.84939,0.1939494
695.1183,523.262,8005,19509,3.1689,0.2598886,0.2663034,-0.0579731,35.53288,0.264968
695.3112,523.3652,8006,19509,3.559407,0.1589776,0.4870013,-0.4493451,35.77228,0.3446418
695.2637,523.2596,8007,19509,3.108848,0.2550778,0.3847201,-0.1355211,34.92424,0.3267674
695.2889,523.5515,8008,19509,3.526326,0.1770636,0.3553733,-0.5546646,35.63417,0.3502392
694.8755,523.1721,8009,19509,3.100223,0.2792883,0.2845903,-0.4563735,35.03784,0.229961
695.082,523.2907,8010,19509,3.48999,0.1887007,0.3838354,-0.6834186,35.81217,0.2448352
694.8696,523.1185,8011,19509,3.251054,0.3017101,0.2162277,2.031418,35.00715,0.1876101
695.2023,523.296,8012,19509,3.392589,0.1923916,0.3998607,-0.5370518,35.81609,0.3424156
695.3234,523.2404,8013,19509,3.351475,0.245307,0.2903617,-0.6572107,35.32062,0.3079161
695.1992,523.3197,8014,19509,3.455662,0.1727402,0.3510957,-0.3932239,35.67147,0.4130205
695.2882,523.3969,8015,19509,3.525038,0.2158646,0.3259042,2.15312,35.56312,0.264135
695.2189,523.5443,8016,19509,3.487345,0.1650792,0.3958174,-0.6099617,35.81561,0.3083443
694.9128,523.3445,8017,19509,3.447638,0.2360295,0.4100968,2.298333,35.57438,0.2942073
694.2167,523.2509,8018,19509,3.48109,0.1923837,0.403871,-0.5760899,35.776,0.3866525
694.6729,523.2421,8019,19509,3.382677,0.24941,0.4236834,-0.5752397,35.38614,0.2185865
694.2305,523.2854,8020,19509,3.294327,0.2036944,0.4187806,-0.3243584,35.41963,0.2404064
